2016-10-24T00:00:13 DATA: -7164  4.26   -0.4   -1.7   7.72  134.0 1034.4  -606.52 202.00 202.00
2016-10-24T00:14:44 DATA: -6813  4.26   -0.4   -1.7   7.71  135.2 1042.6  -611.32 202.00 202.00
2016-10-24T00:15:17 DATA: -6800  4.26   -0.4   -1.7   7.71  132.8 1024.1  -600.47 202.00 202.00
2016-10-24T00:15:49 DATA: -6787  4.26   -0.4   -1.7   7.70  160.8 1237.5  -725.56 202.00 202.00
2016-10-24T00:16:21 DATA: -6774  4.26   -0.4   -1.7   7.70  134.0 1032.3  -605.26 202.00 202.00
2016-10-24T00:16:53 DATA: -6761  4.26   -0.4   -1.7   7.71  135.2 1042.6  -611.32 202.00 202.00
2016-10-24T00:17:26 DATA: -6748  4.26   -0.4   -1.7   7.71  133.6 1030.3  -604.08 202.00 202.00
2016-10-24T00:17:58 DATA: -6735  4.26   -0.4   -1.7   7.70  132.8 1023.0  -599.84 202.00 202.00
2016-10-24T00:18:30 DATA: -6722  4.26   -0.4   -1.7   7.70  134.4 1035.4  -607.07 202.00 202.00
2016-10-24T00:19:03 DATA: -6709  4.26   -0.4   -1.7   7.70  134.0 1032.3  -605.26 202.00 202.00
2016-10-24T00:19:35 DATA: -6696  4.26   -0.4   -1.7   7.70  134.0 1032.3  -605.26 202.00 202.00
2016-10-24T00:20:07 DATA: -6683  4.26   -0.4   -1.7   7.70  133.2 1026.1  -601.65 202.00 202.00
2016-10-24T00:20:39 DATA: -6670  4.26   -0.4   -1.7   7.70  134.8 1038.5  -608.88 202.00 202.00
2016-10-24T00:21:12 DATA: -6657  4.26   -0.4   -1.7   7.70  134.4 1035.4  -607.07 202.00 202.00
2016-10-24T00:21:44 DATA: -6644  4.26   -0.4   -1.7   7.70  133.6 1029.2  -603.46 202.00 202.00
2016-10-24T00:22:16 DATA: -6631  4.26   -0.4   -1.7   7.70  134.0 1032.3  -605.26 202.00 202.00
2016-10-24T00:22:49 DATA: -6618  4.26   -0.4   -1.7   7.70  134.8 1038.5  -608.88 202.00 202.00
2016-10-24T00:23:21 DATA: -6605  4.26   -0.4   -1.7   7.70  132.8 1023.0  -599.84 202.00 202.00
2016-10-24T00:23:53 DATA: -6592  4.26   -0.4   -1.7   7.70  132.0 1016.9  -596.23 202.00 202.00
2016-10-24T00:24:25 DATA: -6579  4.26   -0.4   -1.7   7.70  134.0 1032.3  -605.26 202.00 202.00
2016-10-24T00:24:58 DATA: -6566  4.26   -0.4   -1.7   7.70  134.8 1038.5  -608.88 202.00 202.00
2016-10-24T00:25:30 DATA: -6553  4.26   -0.4   -1.7   7.70  134.0 1032.3  -605.26 202.00 202.00
2016-10-24T00:26:02 DATA: -6540  4.27   -0.4   -1.7   7.70  132.4 1020.0  -596.92 202.00 202.00
2016-10-24T00:26:34 DATA: -6527  4.27   -0.4   -1.7   7.70  132.4 1020.0  -596.92 202.00 202.00
2016-10-24T00:27:07 DATA: -6514  4.27   -0.4   -1.7   7.70  132.8 1023.0  -598.72 202.00 202.00
2016-10-24T00:27:39 DATA: -6501  4.26   -0.4   -1.7   7.70  134.8 1038.5  -608.88 202.00 202.00
2016-10-24T00:28:11 DATA: -6488  4.27   -0.4   -1.7   7.70  134.0 1032.3  -604.13 202.00 202.00
2016-10-24T00:28:44 DATA: -6475  4.27   -0.4   -1.7   7.70  132.4 1020.0  -596.92 202.00 202.00
2016-10-24T00:29:16 DATA: -6462  4.27   -0.4   -1.7   7.70  132.4 1020.0  -596.92 202.00 202.00
2016-10-24T00:29:48 DATA: -6449  4.26   -0.4   -1.7   7.70  135.6 1043.5  -611.85 202.00 202.00
2016-10-24T00:30:20 DATA: -6436  4.26   -0.4   -1.7   7.70  134.0 1032.3  -605.26 202.00 202.00
2016-10-24T00:30:53 DATA: -6423  4.27   -0.4   -1.7   7.70  132.0 1016.9  -595.11 202.00 202.00
2016-10-24T00:31:25 DATA: -6410  4.27   -0.4   -1.7   7.70  132.4 1020.0  -596.92 202.00 202.00
2016-10-24T00:31:57 DATA: -6397  4.26   -0.4   -1.7   7.70  135.6 1043.5  -611.85 202.00 202.00
2016-10-24T00:32:30 DATA: -6384  4.27   -0.4   -1.7   7.70  134.8 1037.4  -607.10 202.00 202.00
2016-10-24T00:33:02 DATA: -6371  4.27   -0.4   -1.7   7.70  132.0 1015.8  -594.49 202.00 202.00
2016-10-24T00:33:34 DATA: -6358  4.27   -0.4   -1.7   7.70  132.0 1015.8  -594.49 202.00 202.00
2016-10-24T00:34:06 DATA: -6345  4.27   -0.4   -1.7   7.70  136.4 1049.7  -614.31 202.00 202.00
2016-10-24T00:34:39 DATA: -6332  4.26   -0.4   -1.7   7.68  166.4 1277.9  -749.27 202.00 202.00
2016-10-24T00:35:11 DATA: -6319  4.27   -0.4   -1.7   7.70  132.0 1015.8  -594.49 202.00 202.00
2016-10-24T00:35:43 DATA: -6306  4.26   -0.4   -1.7   7.68  165.2 1268.7  -743.86 202.00 202.00
2016-10-24T00:36:16 DATA: -6293  4.27   -0.4   -1.7   7.70  134.4 1034.3  -605.30 202.00 202.00
2016-10-24T00:36:48 DATA: -6280  4.26   -0.4   -1.7   7.68  166.4 1277.9  -749.27 202.00 202.00
2016-10-24T00:37:20 DATA: -6267  4.27   -0.4   -1.7   7.70  132.0 1015.8  -594.49 202.00 202.00
2016-10-24T00:37:52 DATA: -6254  4.27   -0.4   -1.7   7.68  165.2 1268.7  -742.47 202.00 202.00
2016-10-24T00:38:25 DATA: -6241  4.27   -0.4   -1.7   7.70  134.4 1034.3  -605.30 202.00 202.00
2016-10-24T00:38:57 DATA: -6228  4.27   -0.4   -1.7   7.68  166.8 1281.0  -749.66 202.00 202.00
2016-10-24T00:39:29 DATA: -6215  4.27   -0.4   -1.7   7.70  132.8 1022.0  -598.10 202.00 202.00
2016-10-24T00:40:02 DATA: -6202  4.27   -0.4   -1.7   7.68  164.8 1265.6  -740.67 202.00 202.00
2016-10-24T00:40:34 DATA: -6189  4.27   -0.4   -1.7   7.70  134.8 1037.4  -607.10 202.00 202.00
2016-10-24T00:41:06 DATA: -6176  4.27   -0.4   -1.7   7.70  134.4 1034.3  -605.30 202.00 202.00
2016-10-24T00:41:38 DATA: -6163  4.27   -0.4   -1.7   7.70  134.0 1031.2  -603.50 202.00 202.00
2016-10-24T00:42:11 DATA: -6150  4.27   -0.4   -1.7   7.70  131.6 1012.7  -592.69 202.00 202.00
2016-10-24T00:42:43 DATA: -6137  4.27   -0.4   -1.7   7.70  134.0 1031.2  -603.50 202.00 202.00
2016-10-24T00:43:15 DATA: -6124  4.27   -0.4   -1.7   7.70  134.0 1031.2  -603.50 202.00 202.00
2016-10-24T00:43:47 DATA: -6111  4.27   -0.4   -1.7   7.70  133.2 1025.1  -599.90 202.00 202.00
2016-10-24T00:44:20 DATA: -6098  4.27   -0.4   -1.7   7.70  131.6 1012.7  -592.69 202.00 202.00
2016-10-24T00:44:52 DATA: -6085  4.27   -0.4   -1.7   7.70  132.8 1022.0  -598.10 202.00 202.00
2016-10-24T00:45:24 DATA: -6072  4.27   -0.4   -1.7   7.69  134.4 1033.2  -604.67 202.00 202.00
2016-10-24T00:45:57 DATA: -6059  4.27   -0.4   -1.7   7.69  133.6 1027.1  -601.07 202.00 202.00
2016-10-24T00:46:29 DATA: -6046  4.27   -0.4   -1.7   7.69  134.4 1033.2  -604.67 202.00 202.00
2016-10-24T00:47:01 DATA: -6033  4.27   -0.4   -1.7   7.69  132.0 1014.8  -593.88 202.00 202.00
2016-10-24T00:47:33 DATA: -6020  4.27   -0.4   -1.7   7.69  134.8 1036.3  -606.47 202.00 202.00
2016-10-24T00:48:06 DATA: -6007  4.27   -0.4   -1.7   7.69  134.0 1030.1  -602.87 202.00 202.00
2016-10-24T00:48:38 DATA: -5994  4.27   -0.4   -1.7   7.69  132.0 1014.8  -593.88 202.00 202.00
2016-10-24T00:49:10 DATA: -5981  4.27   -0.4   -1.7   7.69  133.6 1027.1  -601.07 202.00 202.00
2016-10-24T00:49:43 DATA: -5968  4.27   -0.4   -1.7   7.69  133.6 1027.1  -601.07 202.00 202.00
2016-10-24T00:50:15 DATA: -5955  4.27   -0.4   -1.7   7.69  135.2 1039.4  -608.27 202.00 202.00
2016-10-24T00:50:47 DATA: -5942  4.27   -0.4   -1.7   7.69  132.8 1020.9  -597.48 202.00 202.00
2016-10-24T00:51:19 DATA: -5929  4.27   -0.4   -1.7   7.69  134.4 1033.2  -604.67 202.00 202.00
2016-10-24T00:51:52 DATA: -5916  4.27   -0.4   -1.7   7.69  134.8 1036.3  -606.47 202.00 202.00
2016-10-24T00:52:24 DATA: -5903  4.27   -0.4   -1.7   7.67  166.8 1279.6  -748.88 202.00 202.00
2016-10-24T00:52:56 DATA: -5890  4.27   -0.4   -1.7   7.69  131.2 1008.6  -590.28 202.00 202.00
2016-10-24T00:53:29 DATA: -5877  4.27   -0.4   -1.7   7.67  165.2 1267.4  -741.70 202.00 202.00
2016-10-24T00:54:01 DATA: -5864  4.27   -0.4   -1.7   7.69  135.6 1042.4  -610.07 202.00 202.00
2016-10-24T00:54:33 DATA: -5851  4.27   -0.4   -1.7   7.69  135.2 1039.4  -608.27 202.00 202.00
2016-10-24T00:55:05 DATA: -5838  4.27   -0.4   -1.7   7.69  132.8 1020.9  -597.48 202.00 202.00
2016-10-24T00:55:38 DATA: -5825  4.27   -0.4   -1.7   7.69  132.8 1020.9  -597.48 202.00 202.00
2016-10-24T00:56:10 DATA: -5812  4.27   -0.4   -1.7   7.69  134.8 1036.3  -606.47 202.00 202.00
2016-10-24T00:56:42 DATA: -5799  4.27   -0.4   -1.7   7.69  134.0 1030.1  -602.87 202.00 202.00
2016-10-24T00:57:15 DATA: -5786  4.27   -0.4   -1.7   7.69  134.0 1030.1  -602.87 202.00 202.00
2016-10-24T00:57:47 DATA: -5773  4.27   -0.4   -1.7   7.69  133.2 1024.0  -599.28 202.00 202.00
2016-10-24T00:58:19 DATA: -5760  4.27   -0.4   -1.7   7.69  132.8 1020.9  -597.48 202.00 202.00
2016-10-24T00:58:51 DATA: -5747  4.27   -0.4   -1.7   7.68  135.6 1041.4  -609.44 202.00 202.00
2016-10-24T00:59:24 DATA: -5734  4.27   -0.4   -1.7   7.69  134.4 1033.2  -604.67 202.00 202.00
2016-10-24T00:59:56 DATA: -5721  4.27   -0.4   -1.7   7.68  139.2 1069.0  -625.62 202.00 202.00
2016-10-24T01:00:28 DATA: -5708  4.27   -0.4   -1.7   7.68  132.0 1013.7  -593.26 202.00 202.00
2016-10-24T01:01:00 DATA: -5695  4.27   -0.4   -1.7   7.68  135.6 1041.4  -609.44 202.00 202.00
2016-10-24T01:01:33 DATA: -5682  4.27   -0.4   -1.7   7.68  135.2 1038.3  -607.64 202.00 202.00
2016-10-24T01:02:05 DATA: -5669  4.27   -0.4   -1.7   7.68  133.6 1026.0  -600.45 202.00 202.00
2016-10-24T01:02:37 DATA: -5656  4.27   -0.4   -1.7   7.68  132.8 1019.9  -596.85 202.00 202.00
2016-10-24T01:03:10 DATA: -5643  4.27   -0.4   -1.7   7.68  134.4 1032.1  -604.04 202.00 202.00
2016-10-24T01:03:42 DATA: -5630  4.26   -0.4   -1.7   7.68  136.0 1044.4  -612.38 202.00 202.00
2016-10-24T01:04:14 DATA: -5617  4.27   -0.4   -1.7   7.68  132.0 1013.7  -593.26 202.00 202.00
2016-10-24T01:04:46 DATA: -5604  4.26   -0.4   -1.7   7.68  133.2 1022.9  -599.77 202.00 202.00
2016-10-24T01:05:19 DATA: -5591  4.26   -0.4   -1.7   7.68  134.4 1032.1  -605.18 202.00 202.00
2016-10-24T01:05:51 DATA: -5578  4.26   -0.4   -1.7   7.66  166.4 1275.2  -747.71 202.00 202.00
2016-10-24T01:06:23 DATA: -5565  4.26   -0.4   -1.7   7.68  134.0 1029.1  -603.38 202.00 202.00
2016-10-24T01:06:56 DATA: -5552  4.26   -0.4   -1.7   7.68  133.6 1026.0  -601.58 202.00 202.00
2016-10-24T01:07:28 DATA: -5539  4.26   -0.4   -1.7   7.68  134.8 1035.2  -606.98 202.00 202.00
2016-10-24T01:08:00 DATA: -5526  4.26   -0.4   -1.7   7.68  134.4 1032.1  -605.18 202.00 202.00
2016-10-24T01:08:32 DATA: -5513  4.26   -0.4   -1.7   7.68  133.6 1026.0  -601.58 202.00 202.00
2016-10-24T01:09:05 DATA: -5500  4.26   -0.4   -1.7   7.68  132.8 1019.9  -597.97 202.00 202.00
2016-10-24T01:09:37 DATA: -5487  4.26   -0.4   -1.7   7.68  134.4 1032.1  -605.18 202.00 202.00
2016-10-24T01:10:09 DATA: -5474  4.26   -0.4   -1.7   7.68  134.4 1032.1  -605.18 202.00 202.00
2016-10-24T01:10:42 DATA: -5461  4.26   -0.4   -1.7   7.68  132.4 1016.8  -596.17 202.00 202.00
2016-10-24T01:11:14 DATA: -5448  4.26   -0.4   -1.7   7.66  165.2 1266.0  -742.32 202.00 202.00
2016-10-24T01:11:46 DATA: -5435  4.26   -0.4   -1.7   7.68  134.4 1032.1  -605.18 202.00 202.00
2016-10-24T01:12:18 DATA: -5422  4.26   -0.4   -1.7   7.68  134.4 1032.1  -605.18 202.00 202.00
2016-10-24T01:12:51 DATA: -5409  4.26   -0.4   -1.7   7.68  133.2 1022.9  -599.77 202.00 202.00
2016-10-24T01:13:23 DATA: -5396  4.26   -0.4   -1.7   7.68  132.0 1013.7  -594.37 202.00 202.00
2016-10-24T01:13:55 DATA: -5383  4.26   -0.4   -1.7   7.67  132.8 1018.8  -597.35 202.00 202.00
2016-10-24T01:14:27 DATA: -5370  4.26   -0.4   -1.7   7.67  134.8 1034.1  -606.35 202.00 202.00
2016-10-24T01:15:00 DATA: -5357  4.26   -0.4   -1.7   7.67  134.0 1028.0  -602.75 202.00 202.00
2016-10-24T01:15:32 DATA: -5344  4.26   -0.4   -1.7   7.67  132.4 1015.7  -595.55 202.00 202.00
2016-10-24T01:16:04 DATA: -5331  4.26   -0.4   -1.7   7.67  134.8 1034.1  -606.35 202.00 202.00
2016-10-24T01:16:37 DATA: -5318  4.26   -0.4   -1.7   7.67  135.6 1040.3  -609.95 202.00 202.00
2016-10-24T01:17:09 DATA: -5305  4.26   -0.4   -1.7   7.67  134.4 1031.1  -604.55 202.00 202.00
2016-10-24T01:17:41 DATA: -5292  4.26   -0.4   -1.7   7.67  131.6 1009.6  -591.95 202.00 202.00
2016-10-24T01:18:13 DATA: -5279  4.26   -0.4   -1.7   7.67  132.0 1012.7  -593.75 202.00 202.00
2016-10-24T01:18:46 DATA: -5266  4.26   -0.4   -1.7   7.67  135.2 1037.2  -608.15 202.00 202.00
2016-10-24T01:19:18 DATA: -5253  4.26   -0.4   -1.7   7.67  135.6 1040.3  -609.95 202.00 202.00
2016-10-24T01:19:50 DATA: -5240  4.26   -0.4   -1.7   7.67  134.0 1028.0  -602.75 202.00 202.00
2016-10-24T01:20:23 DATA: -5227  4.26   -0.4   -1.7   7.66  165.2 1264.7  -741.54 202.00 202.00
2016-10-24T01:20:55 DATA: -5214  4.26   -0.4   -1.7   7.67  136.0 1043.3  -611.74 202.00 202.00
2016-10-24T01:21:27 DATA: -5201  4.26   -0.4   -1.7   7.67  135.2 1037.2  -608.15 202.00 202.00
2016-10-24T01:21:59 DATA: -5188  4.26   -0.4   -1.7   7.67  132.0 1012.7  -593.75 202.00 202.00
2016-10-24T01:22:32 DATA: -5175  4.26   -0.4   -1.7   7.67  132.8 1018.8  -597.35 202.00 202.00
2016-10-24T01:23:04 DATA: -5162  4.26   -0.4   -1.7   7.67  134.4 1031.1  -604.55 202.00 202.00
2016-10-24T01:23:36 DATA: -5149  4.26   -0.4   -1.7   7.67  135.6 1040.3  -609.95 202.00 202.00
2016-10-24T01:24:09 DATA: -5136  4.26   -0.4   -1.7   7.67  134.0 1028.0  -602.75 202.00 202.00
2016-10-24T01:24:41 DATA: -5123  4.26   -0.4   -1.7   7.67  133.6 1024.9  -600.95 202.00 202.00
2016-10-24T01:25:13 DATA: -5110  4.26   -0.4   -1.7   7.67  134.0 1028.0  -602.75 202.00 202.00
2016-10-24T01:25:45 DATA: -5097  4.26   -0.4   -1.7   7.67  134.8 1034.1  -606.35 202.00 202.00
2016-10-24T01:26:18 DATA: -5084  4.26   -0.4   -1.7   7.67  132.4 1015.7  -595.55 202.00 202.00
2016-10-24T01:26:50 DATA: -5071  4.26   -0.4   -1.7   7.67  133.6 1024.9  -600.95 202.00 202.00
2016-10-24T01:27:22 DATA: -5058  4.26   -0.4   -1.7   7.67  134.0 1028.0  -602.75 202.00 202.00
2016-10-24T01:27:55 DATA: -5045  4.26   -0.4   -1.7   7.66  167.2 1280.0  -750.52 202.00 202.00
2016-10-24T01:28:27 DATA: -5032  4.26   -0.4   -1.7   7.66  135.6 1039.2  -609.31 202.00 202.00
2016-10-24T01:28:59 DATA: -5019  4.26   -0.4   -1.7   7.67  133.2 1021.9  -599.15 202.00 202.00
2016-10-24T01:29:31 DATA: -5006  4.26   -0.4   -1.7   7.67  133.6 1024.9  -600.95 202.00 202.00
2016-10-24T01:30:04 DATA: -4993  4.26   -0.4   -1.7   7.66  133.6 1023.9  -600.32 202.00 202.00
2016-10-24T01:30:36 DATA: -4980  4.26   -0.4   -1.7   7.66  134.4 1030.0  -603.92 202.00 202.00
2016-10-24T01:31:08 DATA: -4967  4.26   -0.4   -1.7   7.66  134.4 1030.0  -603.92 202.00 202.00
2016-10-24T01:31:40 DATA: -4954  4.26   -0.4   -1.7   7.66  134.0 1026.9  -602.12 202.00 202.00
2016-10-24T01:32:13 DATA: -4941  4.27   -0.4   -1.7   7.66  134.4 1030.0  -602.79 202.00 202.00
2016-10-24T01:32:45 DATA: -4928  4.27   -0.4   -1.7   7.66  134.4 1030.0  -602.79 202.00 202.00
2016-10-24T01:33:17 DATA: -4915  4.26   -0.4   -1.7   7.66  134.4 1030.0  -603.92 202.00 202.00
2016-10-24T01:33:50 DATA: -4902  4.26   -0.4   -1.7   7.66  132.8 1017.7  -596.73 202.00 202.00
2016-10-24T01:34:22 DATA: -4889  4.26   -0.4   -1.7   7.66  133.6 1023.9  -600.32 202.00 202.00
2016-10-24T01:34:54 DATA: -4876  4.26   -0.4   -1.7   7.66  134.4 1030.0  -603.92 202.00 202.00
2016-10-24T01:35:26 DATA: -4863  4.26   -0.4   -1.7   7.66  132.8 1017.7  -596.73 202.00 202.00
2016-10-24T01:35:59 DATA: -4850  4.27   -0.4   -1.7   7.66  134.8 1033.1  -604.58 202.00 202.00
2016-10-24T01:36:31 DATA: -4837  4.27   -0.4   -1.7   7.66  135.2 1036.1  -606.37 202.00 202.00
2016-10-24T01:37:03 DATA: -4824  4.26   -0.4   -1.7   7.66  134.8 1033.1  -605.71 202.00 202.00
2016-10-24T01:37:36 DATA: -4811  4.27   -0.4   -1.7   7.66  132.4 1014.7  -593.82 202.00 202.00
2016-10-24T01:38:08 DATA: -4798  4.27   -0.4   -1.7   7.66  132.8 1017.7  -595.61 202.00 202.00
2016-10-24T01:38:40 DATA: -4785  4.27   -0.4   -1.7   7.66  134.0 1026.9  -600.99 202.00 202.00
2016-10-24T01:39:12 DATA: -4772  4.26   -0.4   -1.7   7.66  134.8 1033.1  -605.71 202.00 202.00
2016-10-24T01:39:45 DATA: -4759  4.27   -0.4   -1.7   7.66  132.8 1017.7  -595.61 202.00 202.00
2016-10-24T01:40:17 DATA: -4746  4.27   -0.4   -1.7   7.66  133.2 1020.8  -597.40 202.00 202.00
2016-10-24T01:40:49 DATA: -4733  4.27   -0.4   -1.7   7.66  135.6 1039.2  -608.17 202.00 202.00
2016-10-24T01:41:22 DATA: -4720  4.27   -0.4   -1.7   7.66  135.2 1036.1  -606.37 202.00 202.00
2016-10-24T01:41:54 DATA: -4707  4.27   -0.4   -1.7   7.66  134.0 1026.9  -600.99 202.00 202.00
2016-10-24T01:42:26 DATA: -4694  4.27   -0.4   -1.7   7.66  151.2 1157.5  -677.43 202.00 202.00
2016-10-24T01:42:58 DATA: -4681  4.26   -0.4   -1.7   7.65  166.8 1275.6  -747.94 202.00 202.00
2016-10-24T01:43:31 DATA: -4668  4.27   -0.4   -1.7   7.66  134.4 1030.0  -602.79 202.00 202.00
2016-10-24T01:44:03 DATA: -4655  4.27   -0.4   -1.7   7.66  134.8 1033.1  -604.58 202.00 202.00
2016-10-24T01:44:35 DATA: -4642  4.27   -0.4   -1.7   7.66  133.2 1020.8  -597.40 202.00 202.00
2016-10-24T01:45:08 DATA: -4629  4.27   -0.4   -1.7   7.65  165.6 1266.5  -741.17 202.00 202.00
2016-10-24T01:45:40 DATA: -4616  4.27   -0.4   -1.7   7.66  135.6 1038.1  -607.53 202.00 202.00
2016-10-24T01:46:12 DATA: -4603  4.27   -0.4   -1.7   7.66  135.6 1038.1  -607.53 202.00 202.00
2016-10-24T01:46:44 DATA: -4590  4.27   -0.4   -1.7   7.66  132.8 1017.7  -595.61 202.00 202.00
2016-10-24T01:47:17 DATA: -4577  4.27   -0.4   -1.7   7.66  132.8 1017.7  -595.61 202.00 202.00
2016-10-24T01:47:49 DATA: -4564  4.27   -0.4   -1.7   7.66  133.2 1019.7  -596.78 202.00 202.00
2016-10-24T01:48:21 DATA: -4551  4.27   -0.4   -1.7   7.66  133.6 1022.8  -598.57 202.00 202.00
2016-10-24T01:48:53 DATA: -4538  4.27   -0.4   -1.7   7.66  132.4 1013.6  -593.20 202.00 202.00
2016-10-24T01:49:26 DATA: -4525  4.27   -0.4   -1.7   7.64  165.2 1262.1  -738.60 202.00 202.00
2016-10-24T01:49:58 DATA: -4512  4.27   -0.4   -1.7   7.66  134.4 1028.9  -602.16 202.00 202.00
2016-10-24T01:50:30 DATA: -4499  4.27   -0.4   -1.7   7.66  136.0 1041.2  -609.33 202.00 202.00
2016-10-24T01:51:03 DATA: -4486  4.26   -0.4   -1.7   7.64  165.2 1262.1  -739.99 202.00 202.00
2016-10-24T01:51:35 DATA: -4473  4.27   -0.4   -1.7   7.66  134.0 1025.9  -600.37 202.00 202.00
2016-10-24T01:52:07 DATA: -4460  4.26   -0.4   -1.7   7.64  166.8 1274.3  -747.16 202.00 202.00
2016-10-24T01:52:39 DATA: -4447  4.27   -0.4   -1.7   7.66  134.4 1028.9  -602.16 202.00 202.00
2016-10-24T01:53:12 DATA: -4434  4.27   -0.4   -1.7   7.66  134.4 1028.9  -602.16 202.00 202.00
2016-10-24T01:53:44 DATA: -4421  4.27   -0.4   -1.7   7.66  134.0 1025.9  -600.37 202.00 202.00
2016-10-24T01:54:16 DATA: -4408  4.27   -0.4   -1.7   7.66  134.8 1032.0  -603.95 202.00 202.00
2016-10-24T01:54:49 DATA: -4395  4.27   -0.4   -1.7   7.66  134.4 1028.9  -602.16 202.00 202.00
2016-10-24T01:55:21 DATA: -4382  4.27   -0.4   -1.7   7.66  132.4 1013.6  -593.20 202.00 202.00
2016-10-24T01:55:53 DATA: -4369  4.27   -0.4   -1.7   7.66  131.6 1007.5  -589.61 202.00 202.00
2016-10-24T01:56:25 DATA: -4356  4.27   -0.4   -1.7   7.66  132.8 1016.7  -594.99 202.00 202.00
2016-10-24T01:56:58 DATA: -4343  4.27   -0.4   -1.7   7.66  134.0 1025.9  -600.37 202.00 202.00
2016-10-24T01:57:30 DATA: -4330  4.27   -0.4   -1.7   7.66  133.6 1022.8  -598.57 202.00 202.00
2016-10-24T01:58:02 DATA: -4317  4.26   -0.4   -1.7   7.66  134.4 1028.9  -603.29 202.00 202.00
2016-10-24T01:58:35 DATA: -4304  4.26   -0.4   -1.7   7.66  134.4 1028.9  -603.29 202.00 202.00
2016-10-24T01:59:07 DATA: -4291  4.26   -0.4   -1.7   7.66  135.6 1038.1  -608.67 202.00 202.00
2016-10-24T01:59:39 DATA: -4278  4.26   -0.4   -1.7   7.66  134.4 1028.9  -603.29 202.00 202.00
2016-10-24T02:00:11 DATA: -4265  4.26   -0.4   -1.7   7.64  165.6 1265.1  -741.78 202.00 202.00
2016-10-24T02:00:44 DATA: -4252  4.26   -0.4   -1.7   7.66  134.8 1032.0  -605.08 202.00 202.00
2016-10-24T02:01:16 DATA: -4239  4.26   -0.4   -1.7   7.66  135.2 1035.0  -606.88 202.00 202.00
2016-10-24T02:01:48 DATA: -4226  4.26   -0.4   -1.7   7.66  134.4 1028.9  -603.29 202.00 202.00
2016-10-24T02:02:20 DATA: -4213  4.26   -0.4   -1.7   7.66  132.8 1016.7  -596.11 202.00 202.00
